ID	NumUnique	PopUniq	Nom_Pop	Assigned	Sexe	Year	Cohorte	NGS-SSsp2210	NGS-SSsp2210-b	NGS-SsaD486	NGS-SsaD486-b	Ssa-1.7	Ssa-1.7-b	Ssa-10.1	Ssa-10.1-b	Ssa-10.2	Ssa-10.2-b	Ssa-11.2	Ssa-11.2-b	Ssa-11.3	Ssa-11.3-b	Ssa-11.5	Ssa-11.5-b	Ssa-11.8	Ssa-11.8-b	Ssa-12.5	Ssa-12.5-b	Ssa-13.8	Ssa-13.8-b	Ssa-14.2	Ssa-14.2-b	Ssa-14.3	Ssa-14.3-b	Ssa-14.5	Ssa-14.5-b	Ssa-14.6	Ssa-14.6-b	Ssa-14.8	Ssa-14.8-b	Ssa-15.1	Ssa-15.1-b	Ssa-15.3	Ssa-15.3-b	Ssa-15.7	Ssa-15.7-b	Ssa-17.1	Ssa-17.1-b	Ssa-18.7	Ssa-18.7-b	Ssa-19.1	Ssa-19.1-b	Ssa-19.2	Ssa-19.2-b	Ssa-19.3	Ssa-19.3-b	Ssa-2.1	Ssa-2.1-b	Ssa-2.2	Ssa-2.2-b	Ssa-2.7	Ssa-2.7-b	Ssa-20.2	Ssa-20.2-b	Ssa-21.2	Ssa-21.2-b	Ssa-22.5	Ssa-22.5-b	Ssa-22.9	Ssa-22.9-b	Ssa-22.d31	Ssa-22.d31-b	Ssa-25.11	Ssa-25.11-b	Ssa-25.2	Ssa-25.2-b	Ssa-26.1	Ssa-26.1-b	Ssa-4.d44	Ssa-4.d44-b	Ssa-5.2	Ssa-5.2-b	Ssa-6.2	Ssa-6.2-b	Ssa-7.12	Ssa-7.12-b	Ssa-9.3	Ssa-9.3-b	Ssa-9.8	Ssa-9.8-b
23R424	1896	2	Puyjalon	non	F	2023	2021	25	45	40	52	52	55	37	40	51	51	49	73	57	63	37	46	73	73	69	72	42	48	42	60	64	64	36	39	45	45	60	66	46	49	53	62	73	79	46	55	71	71	56	56	41	41	49	49	28	34	35	35	31	34	39	45	60	60	80	80	61	67	0	0	39	51	42	51	33	57	37	37	49	49	40	46	36	36	37	40	34	34
23R427	1897	2	Puyjalon	non	F	2023	2020	25	49	40	52	55	55	37	40	48	51	43	49	54	54	37	46	64	73	69	69	42	48	42	54	64	70	36	39	45	45	60	63	43	49	53	62	73	73	46	64	68	71	56	56	38	41	49	55	34	34	35	41	31	43	42	45	60	78	59	80	61	64	0	0	39	39	42	42	33	57	0	0	49	49	46	46	0	0	40	40	31	34
23R429	1898	2	Puyjalon	non	F	2023	2021	37	45	32	40	49	52	37	40	45	51	43	73	54	54	37	37	73	73	69	72	42	42	42	42	67	70	36	39	45	45	57	69	43	43	53	62	64	79	46	64	71	71	56	83	38	41	49	55	34	34	35	41	16	34	39	42	60	78	80	80	58	64	0	0	39	39	36	42	33	33	0	0	49	49	40	46	45	45	37	46	31	37
23R430	1899	2	Puyjalon	non	F	2023	2020	25	45	40	52	55	55	28	40	45	51	49	73	54	54	46	49	73	73	69	69	42	42	42	60	64	67	36	39	45	45	69	69	43	49	53	68	64	73	46	64	68	71	56	83	38	41	52	52	34	34	35	35	43	43	39	45	60	78	71	71	64	70	0	0	39	39	36	36	33	33	0	0	49	49	40	46	36	45	37	40	37	37
23R437	1900	2	Puyjalon	non	F	2023	2021	25	25	40	52	49	55	28	28	51	54	49	58	57	63	37	46	73	73	69	69	42	48	42	60	64	64	36	36	45	45	63	69	43	46	53	53	64	73	46	64	68	71	56	62	38	38	49	52	34	34	35	35	43	43	39	42	60	81	65	80	67	70	0	0	39	51	42	51	33	57	35	35	43	49	40	46	30	45	37	37	31	34
23R438	1901	2	Puyjalon	non	M	2023	2020	37	49	48	52	52	55	28	40	48	48	43	73	63	63	37	46	73	73	69	72	0	0	42	54	64	70	36	39	42	45	60	66	43	49	62	65	73	73	64	64	68	71	56	59	38	41	52	55	34	34	35	35	43	43	42	45	60	75	59	68	61	64	0	0	39	39	51	51	33	33	0	0	49	49	46	46	45	45	37	40	34	34
23R440	1902	2	Puyjalon	non	F	2023	2021	41	45	40	44	52	55	37	40	45	51	43	73	54	57	37	46	73	73	63	72	0	0	42	42	64	64	36	39	42	45	57	66	43	43	53	65	64	73	55	64	71	71	56	83	38	41	49	55	34	34	35	35	34	43	42	42	60	78	80	80	58	64	0	0	0	0	51	51	33	33	0	0	49	49	40	40	0	0	37	40	31	37
23R441	1903	2	Puyjalon	non	F	2023	2021	25	45	40	40	52	55	37	37	45	51	43	73	54	57	37	37	73	73	63	69	42	42	42	60	64	64	36	36	45	45	57	63	46	49	53	53	64	73	46	64	71	71	56	62	38	38	49	55	28	34	35	35	31	34	42	42	60	60	80	80	64	67	0	0	39	39	42	42	33	33	0	0	49	49	40	46	30	45	37	37	34	37
23R442	1904	1	Romaine	non	M	2023	2020	37	49	48	48	52	52	28	40	48	51	43	43	54	63	37	37	73	73	69	69	42	42	42	42	70	70	39	39	42	45	66	66	43	43	65	65	73	73	64	67	68	68	56	62	38	41	52	55	28	34	44	44	37	37	48	48	81	81	68	68	64	64	0	0	39	39	42	51	33	57	35	35	49	49	40	40	45	45	37	37	34	34
23R444	1905	2	Puyjalon	non	F	2023	2020	25	37	40	44	55	55	40	40	51	51	58	73	54	54	37	46	73	73	69	72	42	42	42	60	64	64	36	36	45	45	60	63	43	43	53	65	64	73	46	46	68	71	56	62	38	38	52	55	34	34	41	41	16	31	39	42	60	78	80	80	58	58	0	0	39	39	36	48	33	33	37	37	49	49	40	46	36	45	37	46	31	37
23R447	1906	1	Romaine	non	F	2023	2021	25	25	52	56	46	49	28	40	48	57	49	73	63	63	37	46	67	73	72	72	42	42	42	42	64	64	36	36	45	45	57	69	46	49	53	83	64	73	64	64	68	71	56	62	38	38	49	58	34	37	35	44	34	43	42	42	78	81	59	59	58	70	0	0	39	39	36	51	33	48	0	0	43	49	46	46	45	45	40	46	31	31
23R448	1907	2	Puyjalon	non	F	2023	2019	25	25	32	40	52	52	37	40	51	51	49	49	54	63	37	37	67	73	69	69	42	48	42	42	64	64	21	21	45	45	60	60	46	49	53	62	73	79	46	70	68	71	56	62	38	38	49	55	28	34	35	35	37	43	39	42	60	78	68	80	64	67	0	0	39	39	51	57	33	33	0	0	43	49	46	46	36	45	40	40	31	37
23R449	1908	2	Puyjalon	non	F	2023	2021	37	45	32	32	49	49	37	40	51	51	43	49	63	63	46	46	64	73	63	72	42	42	42	42	64	64	21	36	42	45	57	60	49	49	53	53	64	73	64	64	68	71	62	83	38	38	52	55	34	34	35	35	16	34	39	42	60	81	80	80	64	67	0	0	39	39	42	57	33	33	0	0	49	49	40	40	45	45	37	37	31	37
23R453	1909	1	Romaine	non	F	2023	2020	45	45	40	52	49	52	28	28	48	51	49	73	57	63	46	46	64	73	69	72	42	42	42	42	64	64	39	42	45	45	66	69	46	46	77	83	73	73	43	58	71	71	62	62	38	38	49	49	28	34	35	35	34	34	42	42	60	60	59	65	70	70	0	0	39	39	36	51	33	33	35	35	43	49	40	46	45	45	40	40	31	31
23R454	1910	2	Puyjalon	non	F	2023	2020	45	49	44	52	46	49	40	40	48	51	73	73	54	63	37	46	64	73	69	69	42	48	42	48	64	64	39	39	45	45	66	66	49	49	62	68	73	73	64	64	68	71	62	86	38	38	52	55	28	34	35	35	37	43	39	42	60	75	59	83	58	61	0	0	39	39	51	51	48	54	0	0	49	49	46	46	45	51	40	46	31	34
23R455	1911	1	Romaine	oui	M	2023	2021	45	45	36	40	49	52	28	40	51	57	49	73	57	63	46	46	64	73	69	69	42	42	42	42	64	64	36	36	45	45	57	69	46	49	56	77	64	73	43	46	68	68	56	56	38	38	52	55	28	34	35	38	37	43	39	39	60	60	65	80	58	70	0	0	0	0	36	36	33	33	35	35	43	49	40	40	45	45	37	46	31	34
23R456	1912	1	Romaine	non	M	2023	2021	45	45	52	56	49	52	40	40	57	57	43	73	51	54	46	49	70	73	69	69	42	42	42	48	64	64	36	39	45	45	57	69	43	46	59	65	73	79	43	64	68	71	62	71	38	38	49	52	28	34	35	35	34	37	39	42	60	78	68	80	61	64	0	0	39	39	51	51	48	66	35	35	43	43	46	46	45	45	37	37	31	37
23R457	1913	1	Romaine	non	M	2023	2021	25	45	36	52	46	49	28	40	48	57	49	73	63	63	37	46	64	73	69	72	42	42	42	42	64	70	33	36	45	45	66	69	46	46	53	83	64	73	64	64	68	71	62	62	38	38	49	49	34	34	35	38	34	43	39	42	60	78	59	59	67	70	0	0	39	39	42	51	48	60	35	35	43	49	40	46	45	45	40	46	31	31
23R458	1914	2	Puyjalon	non	M	2023	2020	25	49	36	52	49	55	28	43	45	48	43	73	54	63	46	46	73	73	69	69	42	48	48	54	64	70	39	39	42	45	63	66	43	49	53	68	73	79	46	64	71	71	56	56	38	41	55	55	28	37	35	41	37	43	39	39	60	78	59	80	64	67	0	0	39	39	42	42	33	54	37	37	49	49	40	46	45	45	40	46	31	34
23R459	1915	2	Puyjalon	oui	F	2023	2021	45	65	32	40	49	52	28	37	45	51	58	73	57	63	46	49	64	73	69	69	0	0	42	54	64	64	36	36	45	45	57	60	49	49	62	62	64	64	46	55	68	68	56	56	41	41	52	55	28	34	35	35	43	43	39	42	78	78	65	65	64	64	0	0	39	39	36	51	33	33	35	37	43	49	46	46	0	0	40	40	31	37
23R460	1916	2	Puyjalon	non	F	2023	2021	25	45	36	40	55	55	37	37	51	51	49	73	57	63	37	46	73	73	69	72	0	0	54	60	64	64	36	39	45	45	60	66	43	49	53	62	73	79	46	55	68	71	56	62	38	38	49	55	34	34	35	38	43	43	42	45	60	60	56	80	61	67	0	0	39	39	51	51	33	33	0	0	49	49	40	46	36	36	37	40	31	37
23R461	1917	2	Puyjalon	non	F	2023	2020	45	45	32	40	52	55	28	40	45	57	73	73	54	54	37	46	73	73	69	69	42	42	54	60	64	64	36	36	45	45	69	69	43	46	62	65	73	73	46	46	68	77	56	83	38	41	52	55	34	37	35	35	34	43	39	39	60	60	59	59	64	64	0	0	39	39	42	51	48	66	37	37	49	49	46	46	45	45	37	40	31	34
23R462	1918	2	Puyjalon	non	M	2023	2020	37	45	40	40	46	49	28	40	51	51	43	73	54	54	37	46	73	73	69	69	42	48	60	60	64	67	36	36	45	45	60	69	43	43	56	62	79	79	46	46	68	77	56	65	38	38	52	55	28	34	35	41	34	43	39	42	60	75	65	80	64	64	0	0	39	39	36	42	57	66	37	39	43	49	40	46	0	0	37	40	31	37
23R467	1919	1	Romaine	non	F	2023	2021	25	45	40	52	46	46	28	40	51	57	43	49	54	54	46	46	64	73	69	72	42	42	42	42	64	64	21	39	45	45	60	66	43	46	53	65	73	79	43	64	68	71	59	62	38	44	49	52	28	34	35	35	34	40	42	42	60	78	68	80	64	64	0	0	39	39	36	51	57	60	37	37	43	49	40	46	36	51	37	40	31	31
23R470	1920	2	Puyjalon	non	F	2023	#VALEUR!	45	45	40	40	46	49	28	37	45	45	43	49	54	54	37	46	64	73	69	69	42	42	54	60	64	64	21	39	42	45	60	66	46	49	49	62	73	73	46	55	71	77	56	56	38	41	55	55	28	34	35	41	34	46	42	42	75	78	65	80	58	67	0	0	39	39	42	42	33	57	37	39	49	49	46	46	30	45	37	40	31	31
23R478	1921	2	Puyjalon	non	F	2023	#VALEUR!	45	45	32	40	49	55	37	37	51	51	49	73	63	63	46	46	64	73	63	72	48	48	42	42	64	64	36	39	45	45	57	66	43	43	53	62	64	64	55	64	71	77	56	83	38	41	49	55	28	34	35	35	37	43	42	42	60	78	80	80	64	70	50	50	39	48	36	42	33	57	37	39	49	49	40	46	45	45	37	37	37	37
23R482	1922	2	Puyjalon	non	F	2023	2020	49	49	36	52	49	49	37	40	48	51	43	43	54	63	46	46	73	73	69	69	42	48	54	60	64	67	36	36	45	45	60	60	43	43	53	53	73	73	64	64	68	71	56	62	38	38	52	55	28	28	35	41	16	37	42	42	75	81	65	80	64	70	0	0	39	39	42	51	33	33	37	37	49	49	40	46	0	0	40	40	34	34
23R486	1923	2	Puyjalon	non	F	2023	2020	37	45	36	40	46	49	28	40	45	51	43	73	54	54	46	46	73	73	69	69	42	42	42	60	64	64	36	39	42	45	63	66	43	46	56	68	55	79	46	46	68	77	62	65	38	38	55	55	34	37	35	41	16	43	42	42	60	75	65	80	64	64	0	0	39	39	36	51	33	33	0	0	49	49	40	46	51	51	37	46	31	31
23R490	1924	1	Romaine	non	M	2023	#VALEUR!	25	45	40	52	46	52	28	40	57	57	49	49	54	66	46	46	73	73	69	69	42	45	42	42	64	64	36	39	45	45	57	66	46	46	68	77	73	73	43	58	71	71	56	83	38	38	55	55	34	34	35	44	37	43	39	42	78	78	65	68	64	64	0	0	39	39	36	51	33	33	37	37	49	49	46	46	30	36	37	37	31	31
23R491	1925	2	Puyjalon	oui	F	2023	2021	25	65	32	52	55	55	37	40	51	51	43	73	54	63	46	46	73	73	69	72	0	0	54	54	64	70	36	36	45	45	60	69	43	43	49	62	73	73	46	55	68	77	65	83	38	38	55	55	34	37	41	41	16	34	39	39	78	78	56	59	58	67	0	0	39	39	36	45	33	33	0	0	43	43	46	46	36	45	40	46	31	34
23R492	1926	2	Puyjalon	non	F	2023	2020	45	65	32	40	52	55	28	37	51	57	49	73	54	63	37	46	64	73	69	69	0	0	54	54	64	67	36	36	45	45	60	69	43	46	49	65	73	73	46	46	68	71	56	83	38	41	52	55	34	37	35	41	16	43	39	42	60	78	59	59	64	64	0	0	39	39	42	51	57	57	37	37	49	49	46	46	45	45	37	37	34	37
23R493	1927	1	Romaine	non	M	2023	2019	37	45	40	40	52	52	40	40	48	48	49	73	42	57	46	46	73	73	69	69	0	0	42	42	67	67	42	42	42	45	66	69	46	46	56	56	73	73	46	67	68	77	56	56	38	38	52	52	34	34	44	44	34	46	42	42	60	81	65	65	61	64	0	0	39	39	51	51	57	57	37	37	49	49	40	40	0	0	37	37	31	34
23R494	1928	2	Puyjalon	non	M	2023	2020	25	37	40	44	52	55	37	40	51	51	73	73	57	63	37	46	73	73	69	69	0	0	42	60	64	64	36	36	42	45	60	60	43	46	53	53	64	73	46	46	68	71	56	56	38	41	49	52	28	34	35	41	16	31	39	39	78	78	80	80	64	64	0	0	39	39	36	42	33	33	0	0	49	49	40	46	36	45	40	46	31	31
23R495	1929	2	Puyjalon	non	M	2023	2020	25	25	40	40	52	55	28	40	51	51	43	73	54	63	37	49	73	73	69	69	0	0	42	60	64	64	36	36	42	45	63	69	43	49	62	62	64	79	46	55	68	71	56	56	38	38	55	55	28	34	35	41	34	43	42	42	60	78	65	80	64	64	0	0	39	39	36	51	0	0	0	0	49	49	40	40	0	0	37	40	34	37
23R496	1930	2	Puyjalon	non	F	2023	2021	45	45	40	52	49	55	37	40	51	51	43	58	54	63	37	46	73	73	69	72	42	48	42	54	64	64	39	39	45	45	66	66	43	43	53	53	64	73	55	64	77	77	83	83	38	38	52	55	28	34	35	35	43	43	42	42	78	81	65	80	64	67	0	0	48	51	42	42	33	33	37	37	49	49	40	46	45	45	37	37	31	37
23R497	1931	2	Puyjalon	non	F	2023	2021	25	37	32	40	49	55	37	37	51	51	49	49	57	63	37	46	64	73	72	72	0	0	42	60	64	70	36	36	45	45	57	63	43	46	53	53	64	73	46	64	71	71	56	83	38	38	49	55	34	34	35	35	34	43	42	42	60	78	80	80	58	67	0	0	39	39	42	51	57	57	0	0	49	49	40	46	36	45	37	40	31	37
23R498	1932	2	Puyjalon	non	M	2023	2021	25	41	40	56	52	55	28	43	51	51	58	73	51	63	37	46	73	73	69	72	0	0	42	60	64	70	21	39	42	42	60	66	43	49	62	62	64	79	64	64	68	71	56	56	38	41	49	55	28	34	41	41	34	43	39	42	60	78	65	65	64	67	0	0	39	48	36	42	33	48	0	0	49	49	46	46	0	0	37	46	31	34
23R499	1933	2	Puyjalon	non	F	2023	2020	41	65	40	56	52	55	28	28	51	57	58	73	51	54	37	46	73	73	69	72	42	42	54	60	70	70	36	39	42	45	57	63	43	43	49	62	61	73	46	46	71	71	62	83	38	38	55	55	34	37	35	41	16	43	39	42	60	60	59	83	64	64	0	0	39	39	51	51	57	57	35	39	49	49	46	46	45	51	37	46	28	34
23R502	1934	2	Puyjalon	non	M	2023	2020	37	65	36	52	55	55	28	40	45	48	73	73	63	63	37	46	73	73	69	69	42	48	54	54	64	64	36	36	42	45	60	60	49	49	62	68	73	79	64	64	71	71	56	62	38	41	52	55	28	37	35	41	37	43	42	42	60	78	59	80	61	67	0	0	39	39	36	51	54	57	0	0	49	49	40	46	45	45	40	46	31	34
23R505	1935	2	Puyjalon	non	M	2023	2020	25	37	40	52	55	55	37	40	48	51	49	73	54	63	37	46	64	73	69	69	42	42	42	48	64	64	39	39	45	45	66	66	43	49	53	62	73	73	46	64	68	71	56	56	38	41	49	55	34	34	35	35	34	43	42	45	75	78	59	80	61	64	0	0	39	39	36	42	33	33	37	39	49	49	40	46	30	45	40	46	34	34
23R506	1936	2	Puyjalon	non	F	2023	2020	45	45	40	52	46	55	28	40	48	54	49	73	60	63	37	46	73	73	69	69	42	42	42	60	64	67	39	39	42	42	66	66	43	46	62	68	55	79	46	55	68	71	56	62	38	38	49	55	34	34	35	41	28	43	39	42	60	72	71	71	64	67	0	0	39	39	36	42	33	33	37	39	43	49	40	40	45	45	37	40	31	34
23R507	1937	2	Puyjalon	non	F	2023	2021	37	65	52	56	49	52	28	40	51	57	49	73	54	57	37	37	64	73	69	69	0	0	42	42	70	70	39	39	45	45	66	66	43	49	62	62	61	79	46	46	68	71	56	83	38	38	52	55	28	34	35	35	37	37	42	42	60	78	56	71	64	67	0	0	39	39	42	51	33	33	0	0	43	49	46	46	45	45	37	37	31	31
23R508	1938	2	Puyjalon	non	F	2023	2021	37	45	40	52	55	55	28	40	51	54	49	73	57	63	37	46	73	73	69	72	0	0	42	60	64	64	36	36	45	45	60	60	43	46	53	53	64	73	46	46	68	71	56	56	38	41	49	52	28	34	35	41	16	31	39	42	78	78	80	80	58	64	0	0	39	39	36	51	54	57	0	0	49	49	46	46	30	45	37	40	31	31
23R509	1939	2	Puyjalon	non	F	2023	2021	45	49	52	52	55	55	28	40	51	54	43	73	54	63	37	46	73	73	69	69	42	42	48	54	64	64	36	39	45	45	63	66	43	43	53	53	64	73	55	55	71	71	62	62	38	38	55	55	34	34	35	38	37	43	39	39	60	78	56	80	64	67	0	0	39	39	36	51	33	54	35	37	43	49	46	46	36	45	40	40	28	37
23R511	1940	1	Romaine	non	M	2023	2021	25	45	52	52	52	52	28	40	57	57	49	73	51	54	46	49	73	73	69	69	42	45	42	42	64	64	21	36	45	45	57	60	43	46	53	59	64	79	58	64	68	68	56	80	38	38	55	55	34	37	35	44	37	43	39	42	60	81	68	80	64	64	0	0	39	48	36	42	33	33	35	37	43	49	46	46	45	51	37	37	31	31
23R513	1941	1	Romaine	non	M	2023	2021	25	37	52	56	46	49	28	40	51	57	49	70	42	63	37	46	73	73	69	69	42	42	42	42	64	64	36	42	45	45	57	66	46	49	59	83	73	73	64	64	68	71	56	62	38	41	49	55	34	34	35	35	34	37	42	42	60	78	68	80	67	70	0	0	39	39	51	57	48	60	35	35	43	49	46	46	45	45	40	46	31	34
23R516	1942	2	Puyjalon	non	F	2023	2021	37	45	40	40	49	49	28	37	51	51	49	58	57	63	46	49	64	73	63	69	42	42	42	54	64	70	36	39	45	45	57	66	43	43	53	53	64	73	64	64	68	71	83	83	38	38	55	55	34	34	35	35	34	37	42	42	60	78	80	80	58	67	0	0	39	48	51	57	54	57	0	0	43	49	40	40	36	45	37	40	37	37
23R517	1943	2	Puyjalon	non	F	2023	2021	37	45	40	52	55	55	28	40	51	54	73	73	54	57	37	37	73	73	69	72	42	42	42	60	64	64	36	36	45	45	60	60	43	46	53	56	73	79	46	46	68	71	56	56	38	38	49	52	34	34	35	41	16	43	39	42	60	78	80	80	58	64	0	0	39	39	36	51	33	33	37	37	49	49	46	46	30	45	40	46	31	31
23R519	1944	2	Puyjalon	non	F	2023	2020	25	45	36	40	49	49	28	40	51	51	43	58	54	63	37	46	64	73	69	69	0	0	42	60	64	67	36	36	45	45	60	60	43	43	62	62	76	79	46	55	68	68	62	65	38	38	55	55	34	37	35	41	16	43	42	42	60	75	71	71	61	64	0	0	39	39	42	51	33	57	0	0	43	49	40	46	45	51	37	37	31	31
23R520	1945	2	Puyjalon	non	M	2023	2019	25	45	44	52	52	55	40	43	48	51	73	73	54	63	46	49	64	73	69	69	42	48	42	42	64	64	21	39	42	45	60	66	43	49	53	53	64	79	46	64	68	71	56	62	38	38	52	55	34	34	35	41	16	37	39	39	60	78	80	80	64	64	0	0	39	39	42	45	54	57	35	35	49	49	46	46	30	45	37	46	31	37
23R521	1946	2	Puyjalon	non	F	2023	2021	37	41	36	52	49	55	37	40	51	51	58	73	54	57	37	46	73	73	69	69	42	48	54	54	64	70	21	39	42	45	60	66	43	49	53	53	73	76	46	64	68	77	62	83	38	38	52	55	34	34	35	41	16	34	39	42	78	78	65	80	64	64	0	0	39	39	42	42	33	54	0	0	49	49	40	46	45	45	37	46	31	31
23R522	1947	2	Puyjalon	non	F	2023	2020	37	45	40	40	49	55	40	40	48	51	49	58	51	63	46	46	73	73	69	69	42	42	42	42	64	64	21	21	45	45	60	60	49	49	53	53	70	70	55	64	71	71	56	83	38	38	55	55	34	34	35	35	16	46	39	45	78	78	59	59	64	64	0	0	39	39	36	42	33	57	35	37	49	49	40	46	36	45	37	40	34	34
23R523	1948	2	Puyjalon	non	F	2023	2020	37	41	36	52	46	49	28	43	48	51	73	73	54	63	46	46	73	73	69	69	0	0	42	54	64	64	36	36	45	45	60	60	43	49	62	62	73	76	55	64	68	77	56	83	38	38	55	55	34	34	35	35	16	43	42	42	60	60	59	71	61	61	0	0	39	39	42	42	0	0	0	0	49	49	40	46	0	0	40	40	31	34
23R524	1949	1	Romaine	non	M	2023	2021	25	45	40	52	46	52	28	40	51	57	70	73	42	63	37	46	73	73	69	69	0	0	42	42	64	64	21	36	45	45	60	69	46	46	77	83	73	73	64	64	68	71	56	62	38	41	49	55	34	34	35	35	34	37	42	42	60	60	68	80	67	70	0	0	39	39	51	57	33	33	0	0	43	49	46	46	0	0	37	40	34	37
23R525	1950	1	Romaine	non	F	2023	2021	45	45	36	56	46	52	28	40	48	51	49	70	42	54	46	46	73	73	69	69	42	45	42	42	64	64	21	21	45	45	60	60	46	46	65	65	73	73	55	58	68	71	56	56	38	38	52	52	28	34	35	35	37	37	39	48	60	78	65	80	64	64	0	0	39	39	36	51	33	33	0	0	43	49	46	46	45	45	37	40	37	37
23R527	1951	2	Puyjalon	non	M	2023	2021	25	25	40	40	49	52	37	37	51	51	49	73	63	63	37	46	64	73	72	72	0	0	42	42	70	70	36	39	42	45	57	66	43	49	53	62	64	64	55	64	68	71	83	83	38	38	55	55	28	34	35	41	34	37	42	45	60	78	65	80	58	67	0	0	48	48	36	51	33	33	37	39	49	49	40	46	45	45	37	37	34	37
23R528	1952	2	Puyjalon	non	F	2023	2020	25	45	40	40	46	55	28	28	45	51	43	73	54	54	37	49	73	73	69	69	0	0	42	60	64	64	36	39	42	45	63	66	43	46	56	68	55	79	46	55	71	77	56	65	38	38	55	55	34	37	35	41	16	43	39	42	60	60	65	80	58	64	0	0	39	39	36	51	0	0	37	39	43	49	40	40	45	45	37	46	31	31
23R529	1953	2	Puyjalon	non	F	2023	2020	37	49	52	52	49	55	40	40	48	51	58	73	54	63	46	49	73	73	69	69	0	0	54	54	64	67	36	36	45	45	60	60	43	43	53	62	64	73	64	64	71	71	56	56	38	38	49	55	28	34	35	35	16	43	39	42	60	60	59	65	61	70	0	0	39	39	42	42	54	57	35	35	49	49	40	46	45	45	37	40	34	34
23R530	1954	2	Puyjalon	non	F	2023	2021	37	45	36	52	49	55	28	40	48	51	49	73	54	63	37	37	67	73	69	69	42	48	42	42	64	64	36	36	42	45	60	63	43	43	53	62	64	76	46	55	68	68	56	62	38	38	55	55	34	34	41	41	16	43	42	42	60	78	80	80	64	67	0	0	39	39	36	42	33	33	37	37	49	49	46	46	36	45	37	37	31	37
23R531	1955	2	Puyjalon	non	F	2023	2021	45	49	40	52	55	55	40	43	51	51	43	73	54	54	37	37	73	73	69	72	42	42	42	42	64	64	21	39	42	45	60	66	43	49	53	68	64	64	43	46	68	71	56	83	38	38	52	55	34	37	35	35	43	43	39	42	78	78	80	80	58	58	0	0	39	39	36	42	33	33	0	0	49	49	46	46	45	45	37	46	31	34
23R534	1956	2	Puyjalon	non	F	2023	2021	37	37	44	52	52	52	28	40	51	51	49	73	54	63	46	46	73	73	69	69	42	48	42	54	64	64	36	39	42	45	60	66	43	43	53	56	64	79	46	46	68	71	56	56	38	38	52	55	34	34	35	41	16	43	39	45	78	81	59	80	58	64	0	0	39	39	36	51	54	57	37	37	49	49	40	46	45	45	40	46	31	37
23R535	1957	2	Puyjalon	non	F	2023	2021	41	45	40	40	52	55	28	37	51	51	43	73	63	63	37	46	64	73	69	72	42	48	42	60	64	64	21	39	42	45	60	66	43	43	62	62	64	79	55	55	71	77	56	56	41	41	49	52	28	34	35	41	43	43	42	42	60	60	65	80	64	70	0	0	39	48	42	42	33	33	0	0	49	49	46	46	45	45	37	40	31	34
23R536	1958	2	Puyjalon	non	F	2023	2021	25	25	40	40	55	55	28	43	48	54	49	49	57	63	37	46	73	73	69	69	0	0	42	60	64	64	36	39	45	45	63	66	46	49	53	53	73	73	43	46	71	71	56	56	38	41	49	55	34	34	35	35	37	43	39	42	60	60	59	80	61	64	0	0	39	39	42	51	33	57	0	0	49	49	40	46	0	0	37	37	34	34
23R537	1959	2	Puyjalon	non	M	2023	2021	25	45	40	52	52	55	37	37	51	51	49	73	57	63	37	46	73	73	69	72	42	48	42	60	64	64	36	36	45	45	60	63	49	49	62	62	79	79	46	46	71	71	56	56	41	41	49	49	28	34	35	35	31	34	39	39	60	78	80	80	64	67	0	0	39	39	42	51	33	33	37	37	43	49	40	40	30	36	37	40	34	34
23R538	1960	2	Puyjalon	non	M	2023	2020	37	49	36	52	49	55	40	43	48	51	58	73	54	63	46	49	73	73	69	69	0	0	48	54	64	64	36	39	42	45	60	66	43	43	53	62	64	73	64	64	71	71	56	62	38	38	49	52	28	34	35	41	16	43	42	42	60	81	59	65	61	67	0	0	39	39	51	57	54	57	0	0	49	49	40	46	45	45	37	40	31	31
23R539	1961	2	Puyjalon	non	F	2023	2020	25	45	40	40	49	55	28	40	51	51	43	73	54	54	37	37	73	73	69	69	42	48	54	60	64	64	36	36	45	45	63	69	43	43	49	62	73	79	46	46	68	77	56	83	38	38	49	55	37	37	35	41	16	34	42	42	60	60	59	65	64	64	0	0	39	39	36	51	57	57	35	37	49	49	46	46	45	45	37	40	34	34
23R540	1962	2	Puyjalon	non	F	2023	2020	25	45	32	40	46	55	28	40	51	57	73	73	54	57	37	46	73	73	69	72	42	48	42	54	64	64	36	39	42	45	57	69	43	43	49	62	73	79	46	46	71	77	56	83	38	38	49	55	34	37	35	41	34	43	39	42	60	78	59	65	64	67	0	0	39	39	42	51	33	48	35	37	49	49	40	46	45	45	37	37	34	34
23R541	1963	2	Puyjalon	non	M	2023	2020	25	37	40	40	49	55	Unscored	Unscored	51	54	49	73	57	63	37	46	64	73	72	72	48	48	42	60	64	70	36	36	45	45	57	60	43	49	53	62	64	79	46	64	71	71	56	83	38	41	49	55	28	34	35	35	31	34	39	42	60	78	80	80	64	64	0	0	39	48	42	51	33	33	35	39	49	49	40	46	30	45	37	40	34	37
23R544	1964	1	Romaine	oui	F	2023	2021	45	45	52	52	52	52	40	40	48	57	49	58	63	63	46	46	73	73	60	69	42	42	42	60	64	64	21	21	45	45	60	60	46	46	53	56	55	64	55	64	68	68	56	71	38	38	52	55	34	34	35	35	34	37	39	42	78	81	68	80	64	67	50	50	39	51	51	51	33	33	35	35	49	49	40	46	30	45	37	40	31	37
