Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
24R0182	37	49	40	40	52	55	40	40	51	51	49	58	54	54	37	37	64	73	69	72	42	48	42	54	64	64	36	36	45	45	57	57	46	46	49	53	64	73	46	46	68	71	62	62	38	38	49	55	34	34	35	41	43	43	?	?	60	78	80	80	58	64	50	50	39	39	36	51	57	57	35	37	49	49	40	46	45	45	37	46	37	37
24R0205	37	45	40	48	46	55	28	40	51	54	43	73	57	63	37	37	73	73	69	72	42	48	54	60	64	64	36	39	45	45	60	66	43	49	62	62	64	79	46	64	71	77	56	62	38	41	49	52	34	34	35	35	43	43	15	42	60	81	80	80	67	70	50	56	39	39	36	42	33	33	35	37	49	49	46	46	30	30	37	40	34	34
24R0208	25	25	40	52	55	55	37	40	51	51	49	49	57	63	37	37	64	73	69	69	42	42	42	60	64	64	36	36	45	45	60	63	46	49	62	65	64	79	46	46	71	71	56	56	38	41	49	55	28	34	35	35	31	43	15	42	60	78	59	80	64	64	50	50	39	39	51	51	33	57	35	35	49	49	46	46	30	45	37	40	31	34
24R0215	37	37	40	52	55	55	37	40	51	51	73	73	57	63	37	46	73	73	69	72	42	48	42	60	64	64	36	36	45	45	60	60	43	46	53	53	64	73	46	46	68	71	56	56	38	41	49	55	34	34	35	35	43	43	?	?	60	78	80	80	64	64	50	54	39	39	36	42	33	54	37	37	49	49	46	46	36	45	37	46	31	34
24R0219	25	45	36	40	52	55	40	40	45	51	49	49	54	54	37	46	73	73	69	69	42	48	42	54	70	70	39	39	42	45	66	66	46	46	49	53	73	73	46	55	71	71	62	62	38	38	55	55	34	34	35	41	16	34	15	42	60	60	56	80	58	58	50	50	39	39	42	51	57	57	35	37	49	49	46	46	45	45	37	40	34	37
24R0223	25	45	40	52	46	55	37	43	51	51	73	73	54	57	37	49	73	73	72	72	42	48	42	42	64	64	21	39	45	45	60	66	43	49	53	62	73	79	46	46	68	71	65	86	38	38	52	55	28	34	35	35	37	37	45	45	60	78	80	80	64	67	54	54	39	39	45	45	54	57	35	35	49	49	46	46	45	45	37	40	37	37
24R0230	25	25	40	52	49	52	40	40	45	51	73	73	54	63	37	46	73	73	69	72	48	48	42	42	64	70	36	39	45	45	57	66	43	49	53	62	73	76	55	64	68	71	56	65	38	41	49	52	34	34	35	35	43	43	?	?	60	60	71	80	64	67	54	54	39	39	42	42	33	33	37	37	43	49	40	46	30	45	37	37	31	37
24R0238	37	45	32	52	49	52	37	40	51	57	49	73	54	63	37	37	67	73	69	69	42	42	42	42	64	70	39	39	45	45	66	66	43	49	53	53	73	73	46	55	71	71	59	62	38	38	55	55	34	34	35	41	34	43	15	42	60	60	80	80	64	67	50	50	39	51	42	42	33	57	37	37	49	49	40	46	45	45	37	46	31	37
24R0239	25	25	40	56	52	55	37	37	51	51	49	73	57	63	37	46	64	73	69	72	42	48	42	42	64	70	36	39	45	45	57	66	43	43	53	62	61	73	46	46	68	71	56	62	38	38	55	55	34	34	35	35	34	37	42	42	60	60	80	80	64	70	50	56	39	39	42	51	33	54	35	35	43	49	40	46	45	45	37	40	31	37
24R0241	25	45	40	52	55	55	28	28	51	54	49	73	54	57	37	37	73	73	69	72	42	42	42	60	64	64	36	36	45	45	63	63	43	49	53	62	73	79	46	46	68	71	56	56	38	41	49	49	28	34	35	38	31	43	39	39	60	78	56	80	61	67	56	58	39	39	42	51	33	57	37	37	49	49	46	46	36	36	37	40	31	34
24R0245	25	25	40	48	46	55	28	40	51	54	58	73	57	63	37	46	73	73	69	72	42	42	42	60	64	64	36	36	45	45	60	69	43	49	53	62	64	79	46	64	71	77	56	83	38	41	49	52	28	34	35	35	31	37	?	?	78	81	80	80	64	67	56	58	39	39	36	42	33	33	35	37	49	49	40	46	36	45	40	40	31	34
24R0246	37	45	40	40	52	55	28	37	45	54	49	73	57	63	37	46	64	73	63	72	42	42	42	60	64	64	36	36	45	45	57	63	43	49	53	62	64	79	46	64	71	71	56	83	38	38	49	55	34	34	35	35	34	43	?	?	60	78	80	80	64	67	50	58	39	48	42	51	33	57	35	39	49	49	40	46	30	45	37	40	31	37
24R0252	25	65	36	40	49	49	28	37	51	51	43	73	63	63	46	46	73	73	69	69	42	42	54	54	64	67	36	39	42	45	60	66	49	49	53	62	64	73	46	46	71	77	56	56	38	38	49	52	34	37	38	41	43	43	39	39	78	78	80	80	64	64	50	54	39	39	42	51	33	54	35	39	49	49	40	46	36	45	37	40	31	34
24R0275	37	45	40	52	52	55	28	37	51	51	49	73	57	63	37	37	73	73	72	72	42	48	54	60	64	64	36	39	45	45	63	66	49	49	53	62	73	79	46	55	71	71	56	56	41	41	49	49	34	34	35	35	34	43	15	39	60	78	80	80	64	67	50	50	39	51	42	51	33	57	37	37	43	49	40	46	36	36	40	40	31	34
24R0281	25	45	32	52	49	55	37	40	51	51	58	73	51	57	37	37	73	73	69	69	48	48	42	60	64	64	36	39	45	45	60	66	43	43	62	62	64	64	46	64	71	71	56	83	38	38	52	52	34	34	41	41	16	16	48	48	78	78	65	65	67	67	50	50	39	39	36	51	54	57	35	35	49	49	40	46	30	45	37	40	34	34
24R0286	45	49	40	44	49	52	37	40	51	51	49	73	54	54	37	37	73	73	69	69	42	48	42	42	64	64	21	36	45	45	60	60	43	49	53	53	64	73	46	55	71	71	56	56	38	38	49	52	28	34	35	41	34	43	15	39	78	78	80	80	58	64	50	54	39	39	36	36	33	57	35	37	49	49	46	46	45	45	46	46	31	31
24R0289	25	49	40	52	49	49	37	37	51	51	49	73	54	63	46	49	73	73	69	69	42	42	54	54	64	70	39	39	42	45	63	66	49	49	62	68	73	79	46	64	71	71	56	56	38	41	49	55	34	37	38	41	43	43	15	39	78	78	80	80	64	67	50	50	39	39	36	51	57	57	37	37	49	49	40	46	36	45	37	37	31	34
24R0290	25	25	40	56	49	52	28	37	48	51	58	73	51	66	37	37	73	73	69	72	42	42	54	60	64	67	36	36	45	45	60	60	49	49	62	62	64	79	46	55	68	71	62	62	38	38	52	55	34	34	35	41	34	43	45	45	60	78	65	71	64	64	50	50	39	39	36	42	33	48	35	37	49	49	40	40	36	45	37	40	31	37
24R0291	25	45	40	48	49	55	28	28	51	54	43	73	57	63	37	37	73	73	69	69	42	48	54	60	64	64	36	39	45	45	63	66	43	46	53	53	64	73	46	64	68	71	56	83	38	41	49	52	28	34	35	35	31	37	15	42	60	78	65	80	64	70	50	54	39	51	42	42	33	33	35	37	43	49	40	46	30	36	37	37	31	34
24R0297	25	49	32	52	52	55	37	43	48	51	43	73	54	54	37	37	73	73	69	69	42	48	42	54	64	70	36	39	45	45	63	63	43	49	53	53	73	79	46	55	68	71	62	62	38	38	55	55	34	34	35	38	37	43	15	45	60	75	59	59	58	67	50	54	39	51	42	42	33	57	35	37	43	49	40	46	30	45	37	40	31	37
24R0307	37	41	40	52	49	52	37	40	51	51	49	73	54	54	37	37	73	73	69	72	42	48	42	42	64	64	21	36	45	45	60	60	43	43	56	62	79	79	46	55	68	71	56	56	38	38	49	52	28	34	35	41	34	43	39	42	78	78	80	80	58	64	50	54	39	39	36	36	33	57	37	37	43	49	46	46	45	45	37	46	31	34
24R0314	37	45	36	56	49	55	28	37	48	48	43	73	54	63	37	49	73	73	69	72	42	42	42	54	70	70	39	39	42	45	66	66	43	43	53	65	64	73	46	55	71	77	56	56	38	38	55	55	34	37	35	35	37	46	39	39	60	78	56	71	61	64	50	50	39	39	36	36	57	57	35	37	49	49	40	46	30	51	37	40	31	34
24R0317	25	45	36	36	49	55	28	40	51	51	49	58	54	57	37	37	64	73	69	72	42	48	42	48	64	70	39	39	45	45	66	66	43	43	53	62	61	73	46	64	71	71	56	62	38	38	55	55	28	34	35	35	37	43	42	42	60	60	65	80	64	64	50	50	39	39	36	51	33	57	37	39	49	49	40	46	36	45	37	46	31	34
24R0333	25	37	32	40	55	55	28	37	51	51	49	49	54	54	37	49	64	73	69	72	42	42	42	54	64	64	21	36	45	45	60	69	46	46	49	53	73	73	46	55	68	71	56	86	38	38	55	55	34	34	41	41	34	43	39	42	60	78	59	71	61	64	50	54	39	39	36	57	33	33	35	37	49	49	40	40	45	45	37	37	31	34
24R0335	41	45	40	40	52	55	37	40	51	51	73	73	63	63	46	46	73	73	63	69	42	42	42	54	64	70	39	39	42	45	63	66	46	49	53	62	73	79	46	46	71	71	56	83	38	41	55	55	34	37	35	35	31	34	39	39	78	78	80	80	64	64	50	56	39	39	42	57	54	54	35	39	49	49	40	46	45	45	37	40	31	34
24R0357	25	45	36	40	49	49	37	40	51	51	58	73	51	57	37	37	73	73	69	69	48	48	42	54	64	70	21	36	45	45	60	63	43	49	62	65	64	73	64	64	71	77	56	83	38	41	52	55	34	34	35	41	16	43	48	48	78	78	65	80	64	67	50	50	39	39	36	42	54	57	35	37	49	49	40	46	30	48	37	37	31	34
24R0372	37	37	40	40	55	55	37	43	48	51	49	73	54	57	37	49	73	73	72	72	42	48	42	60	64	64	36	39	45	45	60	66	43	46	53	53	73	73	46	64	71	77	56	86	38	41	49	55	28	34	35	41	31	43	39	42	78	78	59	80	61	67	50	58	39	39	36	42	33	33	35	39	49	49	46	46	30	45	37	40	31	34
24R0388	37	45	36	44	49	55	28	40	51	51	49	73	54	54	37	37	73	73	69	69	42	42	42	42	64	64	39	42	42	45	63	66	43	46	53	56	64	73	46	46	68	68	56	83	38	38	52	52	34	37	35	35	31	43	?	?	78	81	59	80	58	61	54	54	39	39	36	42	33	57	35	35	49	49	40	46	45	45	37	40	31	37
24R0392	45	49	36	44	52	52	37	40	51	51	49	58	54	63	46	46	73	73	69	69	42	42	42	54	64	64	39	39	42	45	66	66	43	43	53	53	64	73	46	46	68	71	56	62	38	41	55	55	34	34	38	41	16	43	39	39	60	78	80	80	58	67	54	56	39	39	42	51	57	57	37	39	43	49	46	46	36	45	37	40	34	34
24R0397	25	45	40	52	55	55	28	37	51	54	49	73	57	57	37	46	73	73	69	69	42	42	42	60	64	64	36	39	45	45	60	66	46	49	62	62	73	79	46	64	71	71	56	56	41	41	49	55	34	34	35	41	34	43	39	39	78	78	59	80	61	64	50	50	39	39	42	42	33	57	35	37	49	49	40	46	30	30	37	37	34	34
24R0411	25	25	40	40	49	55	37	37	51	51	73	73	54	63	37	46	73	73	69	69	42	42	42	60	64	64	39	39	45	45	66	66	49	49	53	62	64	73	46	67	68	71	56	62	38	41	55	55	34	34	35	41	31	34	45	45	60	78	80	80	64	64	50	50	39	39	45	51	48	54	37	37	49	49	40	46	45	45	40	46	31	37
24R0432	25	37	40	52	55	55	28	40	51	54	49	73	54	57	37	37	?	?	69	69	42	42	42	60	64	64	36	39	42	45	60	66	43	49	53	62	64	79	46	46	71	71	56	56	38	41	49	55	28	34	35	41	16	31	15	42	60	78	80	80	58	67	54	58	39	39	36	42	33	57	37	37	49	49	40	46	36	45	40	46	31	31
pop = 2022PU																																																																																		
24R0019	25	49	40	40	52	55	28	37	51	51	58	73	54	63	37	37	73	73	69	69	42	48	42	54	64	64	36	39	42	45	60	66	46	49	53	62	64	73	46	55	71	71	56	62	38	38	55	55	34	34	35	38	34	43	?	?	78	78	65	68	61	70	50	54	39	39	42	51	33	33	35	37	49	49	40	46	30	45	37	40	31	37
24R0039	25	45	40	40	49	52	28	37	48	51	58	76	54	54	37	49	73	73	69	69	42	42	42	54	70	70	39	42	45	45	66	69	43	46	53	62	55	55	46	64	71	77	56	74	38	41	49	55	34	37	29	44	37	46	?	?	78	78	59	59	67	67	54	56	39	57	42	51	33	33	37	37	49	49	46	46	45	45	37	37	31	34
24R0047	45	45	40	40	52	52	28	40	48	51	49	73	54	63	46	49	73	73	69	69	42	48	54	54	64	70	36	39	42	42	60	66	43	49	53	62	73	73	46	64	68	71	62	86	38	38	55	55	34	37	41	41	16	34	?	?	60	78	65	80	64	67	50	50	39	39	42	51	33	54	35	37	49	49	40	46	30	30	40	46	34	37
24R0049	45	45	40	52	49	55	37	40	48	51	49	73	57	63	46	46	73	73	69	69	42	42	42	42	67	70	39	42	45	45	66	66	46	49	53	65	64	73	43	46	71	71	56	62	38	41	55	55	28	28	35	38	16	43	15	42	78	78	59	68	64	67	54	56	39	39	42	51	33	51	37	37	49	49	40	46	45	45	37	37	31	34
24R0054	25	25	36	52	52	52	28	40	51	51	73	73	54	63	37	46	64	64	69	69	42	42	42	60	64	64	36	39	42	45	63	66	43	49	53	62	73	76	46	46	71	71	56	62	38	41	49	55	34	34	35	38	43	43	45	45	75	75	56	71	61	64	50	54	39	39	36	42	48	54	35	39	49	49	40	46	45	51	40	46	31	34
24R0055	25	45	36	40	52	55	28	37	51	51	49	73	54	57	37	46	73	73	69	72	42	42	54	60	64	64	36	36	45	45	60	69	46	46	49	53	73	79	46	55	71	77	62	62	38	38	52	55	34	34	35	41	16	34	39	39	60	78	59	71	64	67	50	50	39	39	36	42	48	57	35	35	49	49	40	46	36	45	37	40	31	31
24R0057	41	45	40	56	49	55	37	37	48	51	58	73	51	54	37	46	73	73	69	69	42	42	54	60	64	67	36	36	45	45	60	69	43	49	62	62	64	76	55	64	68	68	62	62	38	38	52	55	34	34	35	35	43	43	45	45	78	81	71	71	64	64	50	54	39	39	36	42	48	66	35	37	49	49	40	46	36	45	37	37	31	37
24R0075	25	49	40	40	52	52	28	37	51	51	49	58	54	54	37	46	64	73	69	69	42	48	54	54	64	64	36	36	45	45	60	60	46	49	53	62	73	79	58	58	71	71	62	62	38	38	49	55	34	34	38	41	34	34	39	39	60	78	65	80	64	64	50	54	39	39	42	51	33	57	37	37	49	49	46	46	45	45	37	40	31	31
24R0078	25	37	36	52	49	52	37	40	51	51	43	73	54	54	37	49	64	64	69	69	48	48	42	60	64	70	36	39	42	42	66	69	43	49	53	62	64	79	46	64	68	71	56	62	38	38	52	55	28	34	35	35	31	37	45	45	60	78	56	59	64	67	50	50	39	39	36	42	33	57	35	37	43	49	40	46	45	51	37	37	31	31
24R0079	25	45	32	36	46	55	28	28	51	51	58	73	57	57	46	49	64	73	69	69	42	48	42	54	64	70	33	36	45	45	60	66	43	49	53	53	67	73	46	46	71	71	56	80	38	41	49	55	28	34	35	41	34	34	?	?	60	60	65	65	67	70	50	54	39	39	36	36	54	54	35	37	43	49	46	46	45	45	40	40	34	34
24R0080	25	45	40	56	49	52	28	37	48	51	49	73	54	57	37	46	73	73	69	72	42	48	54	60	64	67	36	36	45	45	60	60	46	49	53	62	64	79	46	55	68	71	62	62	38	38	52	55	34	34	35	41	16	34	39	39	78	78	65	71	64	64	50	50	39	39	36	42	48	57	35	37	49	49	40	46	45	45	37	40	31	31
24R0083	25	37	36	52	55	55	37	37	51	51	49	73	54	63	37	49	64	73	69	69	42	42	42	42	64	70	39	39	45	45	66	66	43	49	53	53	73	73	55	55	68	71	62	65	38	38	52	55	34	34	35	38	43	43	?	?	60	60	56	56	61	64	50	56	39	39	42	42	33	33	37	37	43	49	46	46	45	45	37	37	31	37
24R0088	25	25	40	56	52	55	40	40	51	51	43	49	51	54	46	46	64	73	69	69	42	42	54	60	64	64	21	36	42	45	60	60	43	46	53	65	64	73	46	64	68	77	56	62	38	38	49	55	34	34	35	35	31	34	15	42	78	78	71	71	64	67	50	50	39	39	51	51	33	48	35	39	43	49	40	46	45	45	37	37	31	34
24R0091	25	25	32	36	55	55	28	43	45	51	43	73	54	63	46	49	64	73	69	69	42	42	42	54	64	70	39	42	45	45	66	66	43	46	49	53	73	73	46	46	68	71	56	56	41	41	52	52	34	34	35	35	34	37	15	42	60	78	65	65	67	67	50	56	39	51	36	51	48	54	35	39	49	49	40	46	45	45	40	40	31	37
24R0098	25	45	40	40	52	55	28	40	51	51	43	73	54	63	37	46	64	73	69	69	42	42	42	54	64	64	39	42	42	42	66	66	46	49	53	62	73	76	55	64	71	71	56	56	38	38	52	55	28	34	35	35	37	46	?	?	78	81	68	80	64	70	50	50	39	39	42	42	33	54	35	37	49	49	40	46	30	45	37	40	31	31
24R0103	25	45	40	52	49	55	40	40	51	51	73	73	54	63	37	49	73	73	69	69	42	42	42	54	64	70	36	39	45	45	60	66	43	43	53	53	73	79	46	46	68	68	83	86	38	38	55	55	34	34	35	41	37	43	45	45	78	81	80	80	64	64	50	56	39	39	36	42	54	57	37	37	49	49	40	46	30	30	37	46	34	37
24R0104	41	45	40	40	52	55	28	28	51	51	49	73	54	63	46	49	64	73	69	69	42	42	42	54	64	64	39	39	42	45	66	66	43	49	53	62	64	73	46	46	71	71	56	56	38	41	52	55	34	34	35	35	43	46	15	42	60	78	68	80	58	70	50	54	39	39	42	42	33	33	35	37	49	49	40	46	30	45	37	40	31	31
24R0109	25	45	36	40	49	49	37	37	51	51	49	73	57	63	37	37	64	73	69	72	42	42	54	54	64	64	21	36	42	45	60	60	46	46	49	53	73	73	46	64	68	71	56	56	38	38	52	55	28	34	35	35	37	37	15	45	78	78	80	80	64	70	50	56	39	39	36	48	33	54	35	37	49	49	40	46	30	45	37	37	31	37
24R0110	41	45	32	36	55	55	37	43	51	51	43	58	54	54	37	46	64	73	69	69	42	42	42	54	64	64	21	39	45	45	60	66	43	43	56	86	79	79	55	55	68	77	56	62	38	38	52	55	28	34	35	38	31	43	39	39	60	60	71	80	64	67	50	50	39	39	57	57	48	69	35	39	43	49	40	40	45	45	40	40	31	37
24R0111	25	41	36	40	52	55	28	28	51	51	49	73	54	63	37	49	73	73	69	69	42	42	42	42	64	64	36	42	42	45	57	66	43	49	53	62	64	73	46	55	71	71	56	56	38	38	52	55	28	34	35	38	37	43	15	42	60	75	68	71	64	70	50	50	39	39	42	42	33	33	35	37	49	49	40	46	30	45	37	40	31	31
24R0114	45	45	32	52	49	52	28	28	51	57	49	73	51	54	37	49	73	73	60	63	42	42	42	54	64	64	39	39	45	45	66	66	46	46	62	65	67	79	46	55	68	71	56	74	38	41	55	55	28	37	35	35	31	34	48	48	60	78	80	80	64	67	50	54	39	39	42	57	48	48	35	39	49	49	46	46	30	45	40	40	31	31
24R0120	25	25	52	56	52	55	37	40	48	51	58	73	51	66	37	37	73	73	69	72	42	48	42	60	64	67	36	36	45	45	60	63	49	49	62	62	64	79	46	55	71	77	62	62	38	38	52	55	34	34	35	41	34	43	39	39	60	78	59	71	64	67	50	50	39	39	36	42	33	48	35	35	49	49	40	40	36	36	37	40	31	31
24R0126	25	45	32	36	55	55	28	40	51	51	73	73	54	63	37	46	64	64	69	69	42	42	42	60	64	70	36	39	42	45	66	69	49	49	53	62	64	79	46	46	71	71	56	62	38	38	49	55	34	34	35	38	43	43	15	42	75	75	59	68	64	70	50	50	39	39	36	42	48	54	35	39	49	49	40	46	30	51	40	46	31	37
24R0127	25	25	32	40	55	55	28	40	51	51	73	73	54	63	37	46	64	64	69	69	42	42	42	60	64	70	36	39	42	45	66	69	49	49	62	62	64	73	46	55	68	71	56	62	38	38	49	55	34	34	35	38	43	43	15	42	75	78	56	68	61	70	50	50	39	39	42	42	48	54	35	39	49	49	40	40	30	51	46	46	31	37
24R0131	25	25	36	40	49	55	28	37	51	51	49	73	54	54	37	37	73	73	69	72	42	42	42	54	67	70	36	39	42	45	60	66	46	46	62	62	73	73	55	55	68	77	56	62	38	38	55	55	28	34	35	38	37	43	?	?	60	60	71	83	64	64	50	54	39	39	51	51	33	57	35	37	49	49	46	46	36	45	37	37	31	34
24R0137	25	37	40	40	55	55	28	37	51	54	49	73	54	63	37	46	73	73	69	72	42	48	54	60	64	64	36	36	42	45	60	63	46	49	53	65	73	73	46	58	68	68	56	62	38	41	49	52	34	34	35	35	16	34	?	?	60	60	80	83	58	64	50	58	39	39	36	42	33	54	35	37	49	49	40	46	30	45	37	37	34	37
24R0138	45	45	32	56	55	55	40	40	51	51	49	58	54	63	37	37	?	?	69	69	?	?	54	54	64	64	24	36	42	45	54	57	46	49	53	65	73	73	?	?	68	71	56	80	38	38	49	55	28	34	35	35	37	43	?	?	?	?	71	71	?	?	50	50	39	39	42	51	33	33	35	35	43	49	40	46	30	45	16	37	34	37
24R0159	45	45	40	56	49	55	37	43	48	51	43	73	54	63	37	49	73	73	69	72	?	?	54	60	64	64	36	39	45	45	66	69	49	49	62	65	64	64	46	55	68	77	62	86	38	38	52	55	28	34	35	35	16	37	45	45	78	78	71	80	64	64	50	50	39	39	36	42	33	48	35	35	49	49	40	46	36	45	37	37	31	37
24R0161	25	45	40	40	49	52	28	40	51	51	43	49	54	54	46	49	?	?	69	69	?	?	42	42	64	70	39	39	42	45	66	69	43	49	53	53	64	79	46	64	68	71	56	56	38	41	52	55	28	34	35	35	37	37	45	45	78	81	65	80	58	64	50	56	39	39	36	42	33	33	35	37	49	49	40	46	45	45	37	40	34	34
24R0162	45	49	52	52	49	55	28	37	45	51	43	49	57	63	46	46	73	73	69	72	42	42	54	60	64	67	36	36	42	45	57	60	43	49	53	53	73	73	46	64	68	71	56	56	38	41	49	49	28	28	35	41	16	43	?	?	60	81	65	80	64	70	50	50	39	39	36	57	33	57	35	37	43	49	40	46	30	36	37	40	34	34
24R0168	25	45	36	40	52	55	37	40	45	48	49	49	54	54	46	49	?	?	69	69	?	?	42	42	64	70	39	39	42	45	66	66	46	49	53	62	73	73	46	67	68	71	56	86	38	38	55	55	34	37	35	41	16	34	?	?	60	78	80	80	64	67	50	50	39	39	36	42	33	57	37	37	49	49	40	40	30	36	37	40	31	34
24R0172	25	25	40	56	49	52	37	40	48	48	49	58	51	57	37	46	?	?	69	72	?	?	54	60	64	67	36	36	45	45	60	60	49	49	62	62	64	79	46	55	68	71	62	62	38	38	52	55	34	34	35	41	16	34	39	39	60	78	59	71	64	67	50	50	39	39	36	42	48	57	35	37	49	49	40	40	45	45	37	40	31	31
24R0174	25	45	40	52	55	55	28	37	51	51	49	73	54	63	37	46	73	73	69	69	42	42	42	60	64	64	21	39	42	45	60	66	43	46	50	53	64	73	46	46	71	77	56	62	38	38	55	55	34	34	35	35	43	43	15	42	75	78	65	65	64	64	50	50	39	39	42	42	33	33	37	39	49	49	40	46	30	45	37	40	31	34
24R0175	49	49	36	40	52	55	37	40	51	51	49	49	54	54	37	37	73	73	69	69	?	?	42	54	64	70	36	39	42	45	57	66	43	49	53	65	73	73	46	58	68	71	62	62	38	38	52	55	34	34	35	41	34	43	45	45	60	60	65	80	58	67	50	56	39	48	42	51	33	57	37	39	49	49	40	46	45	45	37	46	37	37
24R0181	25	49	32	36	52	55	37	40	51	51	73	73	54	63	37	46	73	73	69	72	42	42	54	60	64	64	36	39	42	45	66	66	46	49	65	65	73	79	46	58	68	71	56	56	38	41	52	55	34	34	35	35	31	43	45	45	60	78	80	80	64	67	50	50	39	39	42	48	33	54	37	39	49	49	46	46	30	36	37	37	31	34
24R0194	25	45	40	40	52	52	28	28	51	51	49	73	54	63	37	46	64	73	69	72	42	42	42	54	64	70	39	39	42	42	66	66	46	49	53	53	64	76	55	58	71	71	56	62	38	38	49	55	34	34	35	35	31	46	?	?	60	75	71	80	64	64	50	54	39	39	42	42	54	57	35	37	49	49	40	46	30	30	40	46	31	37
24R0196	25	25	40	52	49	55	37	40	51	51	73	73	57	63	46	46	64	73	69	69	42	48	54	60	64	64	21	36	42	42	60	60	43	49	62	62	64	79	64	64	71	71	56	62	38	41	55	55	34	37	35	35	43	43	15	42	60	78	71	80	64	67	50	50	39	39	42	42	33	54	37	39	49	49	40	40	45	51	37	37	34	37
24R0198	25	45	40	52	55	55	28	28	51	54	73	73	54	57	37	37	73	73	69	72	42	48	54	60	64	64	36	39	45	45	63	66	46	49	53	62	73	79	46	55	71	71	56	62	38	41	49	55	34	34	35	35	34	43	?	?	60	78	56	80	61	64	50	50	39	51	42	42	33	33	35	37	49	49	46	46	30	36	37	40	31	37
24R0199	25	45	52	52	46	55	37	40	48	51	43	73	63	63	46	46	73	73	69	69	42	42	54	54	64	70	36	39	42	45	60	63	43	49	62	65	79	79	64	64	71	71	56	56	38	41	52	55	34	34	35	41	43	43	?	?	60	78	59	80	61	64	50	50	39	39	36	42	54	57	37	39	49	49	40	46	30	45	37	46	31	34
24R0202	45	65	32	40	55	55	28	40	51	51	49	73	54	63	46	46	73	73	69	69	42	42	42	54	64	64	36	36	45	45	57	60	43	49	53	65	73	79	46	46	71	77	56	83	38	41	55	55	34	37	35	41	16	37	?	?	60	78	56	59	61	64	50	54	39	51	42	51	33	54	35	37	49	49	40	46	45	45	40	46	31	31
24R0210	25	25	32	52	52	55	37	40	45	51	73	73	54	63	37	37	64	73	69	72	42	48	42	54	64	67	21	36	42	45	60	60	46	49	53	62	64	64	46	55	71	71	56	62	38	38	49	52	34	34	35	41	16	46	?	?	60	78	71	80	64	64	50	50	39	39	42	42	33	48	37	37	43	43	46	46	45	45	37	37	31	37
24R0216	25	45	36	56	49	49	28	40	51	51	43	73	57	63	46	46	64	73	69	69	42	48	54	60	67	70	36	39	42	45	60	63	43	43	62	62	79	79	46	46	71	71	56	56	41	41	49	55	28	34	35	35	16	31	?	?	60	78	56	71	58	64	50	50	39	39	36	51	33	54	35	35	49	49	40	46	45	45	37	40	31	34
24R0221	25	41	40	56	52	55	37	40	48	51	49	73	54	63	46	46	64	73	69	72	42	42	42	60	64	70	36	39	42	45	66	69	43	49	65	68	73	79	46	46	68	68	62	62	38	38	55	55	34	34	35	41	31	34	?	?	78	78	59	80	64	67	50	50	39	39	36	48	33	33	35	35	49	49	40	40	30	51	40	40	31	31
24R0224	37	45	48	52	52	55	28	28	51	51	49	73	54	57	37	46	73	73	63	69	42	42	54	60	64	64	36	36	45	45	60	69	43	46	53	62	64	79	46	64	68	71	56	62	38	38	52	55	34	34	41	41	34	34	?	?	60	81	65	80	64	67	50	50	39	51	36	42	33	57	35	35	43	49	40	46	45	45	40	46	31	31
24R0225	25	25	36	40	55	55	37	37	51	51	58	73	57	63	37	37	73	73	69	69	42	42	54	60	64	67	36	39	45	45	60	66	43	49	53	65	67	73	55	67	68	71	56	62	38	38	52	55	28	34	35	41	34	43	39	39	60	60	71	80	64	64	50	50	39	39	42	51	33	54	37	39	49	49	40	46	45	45	37	40	31	31
24R0244	25	41	36	40	55	55	28	28	51	51	43	73	54	63	37	46	64	73	69	69	42	42	42	54	64	64	39	39	42	45	66	66	46	49	62	62	64	73	46	64	71	71	56	56	38	41	55	55	34	34	35	38	43	43	?	?	60	75	71	71	64	64	54	54	39	39	42	42	33	54	37	37	49	49	40	40	30	45	37	40	31	37
24R0248	25	25	32	40	49	55	28	40	45	51	58	73	51	63	37	46	73	73	69	72	42	42	54	54	64	67	36	36	42	42	60	60	46	49	50	62	73	79	46	55	77	77	56	62	38	38	52	55	34	34	35	35	31	43	?	?	60	78	56	56	58	64	50	50	39	39	36	42	33	54	35	35	43	49	40	46	45	45	37	46	34	34
24R0249	25	45	40	52	49	52	28	37	51	51	49	49	54	63	46	46	64	73	69	72	42	48	42	54	64	70	36	39	42	45	57	66	46	49	53	56	64	73	46	64	68	71	56	83	38	38	55	55	34	34	35	35	37	43	15	42	60	81	59	80	58	64	50	56	39	48	51	51	57	57	37	39	49	49	40	40	45	45	37	46	37	37
